N,P,K,temperature,humidity,ph,rainfall,label
140,60,125,35.0,86.80767558275153,6.5,116.450422,Sugarcane
145,60,125,35.0,70.39193630968477,6.5,144.6576424,Sugarcane
150,60,125,35.0,74.1219281945915,6.5,95.257992,Sugarcane
120,65,130,20.0,64.49444208639777,7.0,97.51952041,Sugarcane
125,65,130,20.0,86.49260695440907,7.0,107.1951707,Sugarcane
130,65,130,20.0,68.22584548438019,7.0,96.59816497,Sugarcane
135,65,130,20.0,75.55096724238501,7.0,93.51042684,Sugarcane
140,65,130,20.0,88.05605945106936,7.0,25.93496537,Sugarcane
145,65,130,20.0,85.00671790724206,7.0,106.2784673,Sugarcane
150,65,130,20.0,79.98290457784009,7.0,76.32470713,Sugarcane
120,70,135,25.0,79.31389863246835,6.0,199.7936345,Sugarcane
125,70,135,25.0,73.58325509273091,6.0,61.82980133,Sugarcane
130,70,135,25.0,78.91347036621498,6.0,99.36898373,Sugarcane
135,70,135,25.0,60.28216942914111,6.0,51.92057267,Sugarcane
140,70,135,25.0,76.35702048829539,6.0,70.86340755,Sugarcane
145,70,135,25.0,82.81762141915192,6.0,154.8238864,Sugarcane
150,70,135,25.0,82.07696016971708,6.0,99.39557151,Sugarcane
120,75,140,30.0,87.52981358223614,6.5,72.43169115,Sugarcane
125,75,140,30.0,81.91536156626978,6.5,127.2509777,Sugarcane
130,75,140,30.0,77.5303394912548,6.5,111.71620159999998,Sugarcane
135,75,140,30.0,74.57815150433692,6.5,71.89090748,Sugarcane
140,75,140,30.0,78.95962730664313,6.5,89.98024312,Sugarcane
145,75,140,30.0,61.0683295132041,6.5,62.64174227,Sugarcane
150,75,140,30.0,89.45921843368005,6.5,94.29712821,Sugarcane
120,80,145,35.0,61.227488746005534,7.0,66.83113717,Sugarcane
125,80,145,35.0,69.60007733784104,7.0,180.1237765,Sugarcane
130,80,145,35.0,68.80983913045449,7.0,66.48490371,Sugarcane
135,80,145,35.0,68.22325639376459,7.0,197.3752649,Sugarcane
140,80,145,35.0,64.83269941171407,7.0,108.2166601,Sugarcane
145,80,145,35.0,67.88384958091937,7.0,110.1331182,Sugarcane
150,80,145,35.0,89.61246647023079,7.0,191.0658531,Sugarcane
120,85,150,20.0,61.69747592461586,6.0,43.35795377,Sugarcane
125,85,150,20.0,83.54468711509088,6.0,69.8671263,Sugarcane
130,85,150,20.0,89.08280422120583,6.0,283.9338466,Sugarcane
135,85,150,20.0,74.30722778744553,6.0,51.53848218,Sugarcane
140,85,150,20.0,80.2024435184258,6.0,185.1568059,Sugarcane
145,85,150,20.0,76.72124958232978,6.0,106.0380805,Sugarcane
150,85,150,20.0,87.73995710367045,6.0,177.31761609999995,Sugarcane
120,90,120,25.0,74.36322162087431,6.5,73.44678678,Sugarcane
125,90,120,25.0,89.67457871585256,6.5,67.83345933,Sugarcane
130,90,120,25.0,74.42366036869004,6.5,100.1961762,Sugarcane
135,90,120,25.0,66.53654446595016,6.5,54.62243308,Sugarcane
140,90,120,25.0,64.23756622070302,6.5,90.40260445,Sugarcane
145,90,120,25.0,72.86261799636628,6.5,48.33941188,Sugarcane
150,90,120,25.0,87.3894372191717,6.5,116.5084074,Sugarcane
120,60,130,30.0,80.90076814958464,7.0,88.55123143,Sugarcane
125,60,130,30.0,89.90537213328504,7.0,36.94616965,Sugarcane
130,60,130,30.0,64.81659994435844,7.0,45.04467075,Sugarcane
135,60,130,30.0,63.06570725551292,7.0,117.9389993,Sugarcane
140,60,130,30.0,82.97951513478768,7.0,113.0688155,Sugarcane
145,60,130,30.0,70.64098917374595,7.0,109.0921631,Sugarcane
150,60,130,30.0,81.73271535269049,7.0,192.7121236,Sugarcane
120,65,135,35.0,88.59408005262829,6.0,60.95197486,Sugarcane
125,65,135,35.0,77.43679372535443,6.0,48.46797044,Sugarcane
130,65,135,35.0,85.48893909755742,6.0,105.4766591,Sugarcane
135,65,135,35.0,72.42870906043667,6.0,85.24963302,Sugarcane
140,65,135,35.0,73.7795649268762,6.0,94.31102057,Sugarcane
145,65,135,35.0,74.6447049398857,6.0,90.21633216,Sugarcane
150,65,135,35.0,88.72243748865397,6.0,54.38748495,Sugarcane
120,70,140,20.0,85.9776013331097,6.5,88.17251033,Sugarcane
125,70,140,20.0,72.6743859671568,6.5,119.6404412,Sugarcane
130,70,140,20.0,82.79223965418578,6.5,99.642454,Sugarcane
135,70,140,20.0,64.36784802805774,6.5,116.9106908,Sugarcane
140,70,140,20.0,86.42917854642246,6.5,54.65423596,Sugarcane
145,70,140,20.0,71.1046424184139,6.5,114.7412734,Sugarcane
150,70,140,20.0,76.48877501573739,6.5,189.4263485,Sugarcane
120,75,145,25.0,68.02273109147868,7.0,193.71418280000003,Sugarcane
125,75,145,25.0,75.12466392110211,7.0,272.29990560000005,Sugarcane
130,75,145,25.0,77.84068543677745,7.0,67.96704792,Sugarcane
135,75,145,25.0,84.55048709376116,7.0,91.10190759,Sugarcane
140,75,145,25.0,64.80258175728407,7.0,100.1967854,Sugarcane
145,75,145,25.0,81.22204961169564,7.0,166.2160846,Sugarcane
150,75,145,25.0,83.8369101388371,7.0,108.3957179,Sugarcane
120,80,150,30.0,75.28081234813331,6.0,91.26056654,Sugarcane
125,80,150,30.0,86.69748635930483,6.0,78.92060234,Sugarcane
130,80,150,30.0,67.6454965582699,6.0,36.92629678,Sugarcane
135,80,150,30.0,89.35169711835799,6.0,114.3117197,Sugarcane
140,80,150,30.0,77.94371305629781,6.0,192.4931257,Sugarcane
145,80,150,30.0,61.37980030743994,6.0,175.3723314,Sugarcane
150,80,150,30.0,81.82800917846907,6.0,181.527598,Sugarcane
120,85,120,35.0,76.50120893526466,6.5,77.03421249,Sugarcane
125,85,120,35.0,65.24936223279114,6.5,63.88079866,Sugarcane
130,85,120,35.0,87.16255242637516,6.5,106.3602023,Sugarcane
135,85,120,35.0,64.47002354526792,6.5,41.45486619,Sugarcane
140,85,120,35.0,69.50201605452745,6.5,93.92375879,Sugarcane
145,85,120,35.0,66.84863611292575,6.5,153.8990984,Sugarcane
150,85,120,35.0,87.82594458900697,6.5,122.4073418,Sugarcane
120,90,125,20.0,67.210191443792,7.0,73.37686831,Sugarcane
125,90,125,20.0,83.13614124349628,7.0,98.16752001,Sugarcane
130,90,125,20.0,72.9460695657037,7.0,167.0576456,Sugarcane
135,90,125,20.0,73.06810343808965,7.0,54.65423596,Sugarcane
140,90,125,20.0,80.58234010213927,7.0,177.3377996,Sugarcane
145,90,125,20.0,89.11502859868155,7.0,95.8946444,Sugarcane
150,90,125,20.0,61.62090747621452,7.0,21.44532907,Sugarcane
120,60,135,25.0,84.47628015242138,6.0,115.8163936,Sugarcane
125,60,135,25.0,86.00762615464463,6.0,95.04871605,Sugarcane
130,60,135,25.0,84.0345829082171,6.0,111.9684622,Sugarcane
135,60,135,25.0,84.82176246572924,6.0,57.79652846,Sugarcane
140,60,135,25.0,79.54015292717978,6.0,66.05911698,Sugarcane
145,60,135,25.0,60.39080722108605,6.0,108.5090168,Sugarcane
150,60,135,25.0,75.00989039378811,6.0,194.8773479,Sugarcane
120,65,140,30.0,64.58510953204181,6.5,116.5206923,Sugarcane
125,65,140,30.0,65.36411545629777,6.5,110.9804014,Sugarcane
130,65,140,30.0,68.39106355649177,6.5,95.83016448,Sugarcane
135,65,140,30.0,71.99138416817341,6.5,87.99669731,Sugarcane
140,65,140,30.0,61.182829142209314,6.5,169.4168014,Sugarcane
145,65,140,30.0,80.20060130111241,6.5,43.35795377,Sugarcane
150,65,140,30.0,83.26095695670483,6.5,20.39020503,Sugarcane
120,70,145,35.0,88.52245490401415,7.0,105.2240743,Sugarcane
125,70,145,35.0,69.78458629174013,7.0,69.40619137,Sugarcane
130,70,145,35.0,61.99944132746574,7.0,94.49161372,Sugarcane
135,70,145,35.0,67.81839923038191,7.0,172.0540491,Sugarcane
140,70,145,35.0,85.1963430270474,7.0,95.04871605,Sugarcane
145,70,145,35.0,69.74690874897432,7.0,67.9545435,Sugarcane
150,70,145,35.0,83.71237580058742,7.0,70.65644296,Sugarcane
120,75,150,20.0,63.84262807223703,6.0,62.78730907,Sugarcane
125,75,150,20.0,62.84557481389932,6.0,64.25520357,Sugarcane
130,75,150,20.0,75.16552193450997,6.0,90.4547185,Sugarcane
135,75,150,20.0,72.136749917137,6.0,112.50905159999998,Sugarcane
140,75,150,20.0,77.4511153875002,6.0,57.26773002,Sugarcane
145,75,150,20.0,72.06789450052551,6.0,141.6056722,Sugarcane
150,75,150,20.0,88.98044953339222,6.0,144.1567454,Sugarcane
120,80,120,25.0,63.06886271418686,6.5,49.78102578,Sugarcane
125,80,120,25.0,64.31831007141679,6.5,53.12442925,Sugarcane
130,80,120,25.0,71.77863214190805,6.5,174.5071843,Sugarcane
135,80,120,25.0,82.10325505578528,6.5,137.70440469999997,Sugarcane
140,80,120,25.0,82.08392772654688,6.5,71.55665483,Sugarcane
145,80,120,25.0,60.8744198645669,6.5,73.02882766,Sugarcane
150,80,120,25.0,88.00539982660015,6.5,194.1755471,Sugarcane
120,85,125,30.0,78.10026727380041,7.0,81.78710463,Sugarcane
125,85,125,30.0,65.38869778970097,7.0,195.5697875,Sugarcane
130,85,125,30.0,70.8360696108373,7.0,49.43050977,Sugarcane
135,85,125,30.0,75.36072022017227,7.0,93.50153555,Sugarcane
140,85,125,30.0,76.67209307296672,7.0,49.48575692,Sugarcane
145,85,125,30.0,74.44741165176538,7.0,90.38503469,Sugarcane
150,85,125,30.0,69.42623374997994,7.0,72.82902109,Sugarcane
120,90,130,35.0,77.50136364633326,6.0,224.83157290000003,Sugarcane
125,90,130,35.0,63.435805197458734,6.0,39.26137642,Sugarcane
130,90,130,35.0,89.79598260998765,6.0,115.3611268,Sugarcane
135,90,130,35.0,68.4999504730305,6.0,32.55919573,Sugarcane
140,90,130,35.0,66.72489698259581,6.0,66.70016285,Sugarcane
145,90,130,35.0,89.86718825687328,6.0,102.6958703,Sugarcane
150,90,130,35.0,74.23467429376072,6.0,144.6576424,Sugarcane
120,60,140,20.0,69.32989793213457,6.5,118.32719679999998,Sugarcane
125,60,140,20.0,84.76232888224504,6.5,218.5241851,Sugarcane
130,60,140,20.0,64.47494908271142,6.5,67.05961949,Sugarcane
135,60,140,20.0,87.86891140491966,6.5,106.8704803,Sugarcane
140,60,140,20.0,78.37311486647917,6.5,106.9216033,Sugarcane
145,60,140,20.0,61.64963687675009,6.5,110.3332655,Sugarcane
150,60,140,20.0,74.19670860627413,6.5,285.2493645,Sugarcane
120,65,145,25.0,87.4315245566613,7.0,69.706113,Sugarcane
125,65,145,25.0,88.31195312083676,7.0,22.06994464,Sugarcane
130,65,145,25.0,77.17735431125463,7.0,106.69552040000002,Sugarcane
135,65,145,25.0,64.65871229612436,7.0,182.9043504,Sugarcane
140,65,145,25.0,84.30803600680993,7.0,197.402901,Sugarcane
145,65,145,25.0,68.99261284921946,7.0,122.4073418,Sugarcane
150,65,145,25.0,78.82853782352174,7.0,176.6165894,Sugarcane
120,70,150,30.0,80.81440116271868,6.0,69.14681022,Sugarcane
125,70,150,30.0,62.69947416159109,6.0,43.4826194,Sugarcane
130,70,150,30.0,80.54502658682576,6.0,122.7628653,Sugarcane
135,70,150,30.0,65.74221069625939,6.0,97.55155537,Sugarcane
140,70,150,30.0,60.35078225068067,6.0,117.6602827,Sugarcane
145,70,150,30.0,77.29950940950407,6.0,96.36222901,Sugarcane
150,70,150,30.0,83.3988384942815,6.0,78.85085502,Sugarcane
120,75,120,35.0,82.78132618376304,6.5,53.15223123,Sugarcane
125,75,120,35.0,70.2998401169658,6.5,131.2116167,Sugarcane
130,75,120,35.0,69.33829903308266,6.5,133.1120232,Sugarcane
135,75,120,35.0,80.72657355864379,6.5,174.796583,Sugarcane
140,75,120,35.0,83.75883633546182,6.5,90.4547185,Sugarcane
145,75,120,35.0,88.42928980531589,6.5,49.08553937,Sugarcane
150,75,120,35.0,64.50802236480327,6.5,188.9252083,Sugarcane
120,80,125,20.0,65.1747991072044,7.0,66.34234944,Sugarcane
125,80,125,20.0,81.05513786333225,7.0,107.4142681,Sugarcane
130,80,125,20.0,82.35775945701418,7.0,260.2634026,Sugarcane
135,80,125,20.0,62.72051635800196,7.0,102.2662445,Sugarcane
140,80,125,20.0,66.81543386295354,7.0,68.42802444,Sugarcane
145,80,125,20.0,85.44993609753385,7.0,65.24194361,Sugarcane
150,80,125,20.0,80.95536451495218,7.0,107.0862095,Sugarcane
120,85,130,25.0,83.92709718333997,6.0,48.99390828,Sugarcane
125,85,130,25.0,86.39172203885805,6.0,257.0038865,Sugarcane
130,85,130,25.0,79.429593179442,6.0,86.84998693,Sugarcane
135,85,130,25.0,65.34074421948895,6.0,227.3637009,Sugarcane
140,85,130,25.0,73.02620160013926,6.0,110.6857506,Sugarcane
145,85,130,25.0,66.83457008167446,6.0,116.8020848,Sugarcane
150,85,130,25.0,68.73955442582646,6.0,181.6942283,Sugarcane
120,90,135,30.0,78.89836043932715,6.5,78.16077693,Sugarcane
125,90,135,30.0,85.21751812219375,6.5,71.64631281,Sugarcane
130,90,135,30.0,85.5072780227359,6.5,54.93937710000001,Sugarcane
135,90,135,30.0,68.22770045230997,6.5,43.08961827,Sugarcane
140,90,135,30.0,79.74205148383358,6.5,59.46338556,Sugarcane
145,90,135,30.0,65.9843812143646,6.5,70.39906054,Sugarcane
150,90,135,30.0,85.30761685747012,6.5,67.96704792,Sugarcane
120,60,145,35.0,86.64085498960816,7.0,195.0948311,Sugarcane
125,60,145,35.0,83.98938690084272,7.0,67.08022574,Sugarcane
130,60,145,35.0,87.69120158782431,7.0,224.70069530000004,Sugarcane
135,60,145,35.0,68.20344094057442,7.0,24.20007242,Sugarcane
140,60,145,35.0,87.74443091234114,7.0,80.97573281,Sugarcane
145,60,145,35.0,67.12257699903385,7.0,74.19664838,Sugarcane
150,60,145,35.0,67.34404001642855,7.0,193.5866233,Sugarcane
120,65,150,20.0,60.88128773597138,6.0,137.70440469999997,Sugarcane
125,65,150,20.0,87.90951831299354,6.0,66.29390357,Sugarcane
130,65,150,20.0,88.79008744511229,6.0,193.5866233,Sugarcane
135,65,150,20.0,89.44801312819827,6.0,192.8736822,Sugarcane
140,65,150,20.0,75.42605952904546,6.0,174.5071843,Sugarcane
145,65,150,20.0,89.94506151749408,6.0,108.5501443,Sugarcane
150,65,150,20.0,79.06628530616489,6.0,122.1449949,Sugarcane
120,70,120,25.0,67.6255285650317,6.5,46.10585191,Sugarcane
125,70,120,25.0,85.88616098311172,6.5,98.60457373,Sugarcane
130,70,120,25.0,84.52650133433144,6.5,110.9653137,Sugarcane
135,70,120,25.0,87.94560001225223,6.5,196.6587013,Sugarcane
140,70,120,25.0,82.11312139017414,6.5,116.8130969,Sugarcane
145,70,120,25.0,74.14670876822004,6.5,62.50351892,Sugarcane
150,70,120,25.0,78.27898649665964,6.5,67.12534492,Sugarcane
120,75,125,30.0,84.27436443907109,7.0,99.93100821,Sugarcane
125,75,125,30.0,78.00354391672214,7.0,25.08146686,Sugarcane
130,75,125,30.0,73.47114455129729,7.0,51.52617423,Sugarcane
135,75,125,30.0,72.57813220886807,7.0,117.3688104,Sugarcane
140,75,125,30.0,79.53245042650485,7.0,95.84253438,Sugarcane
145,75,125,30.0,66.37877946147172,7.0,108.5054416,Sugarcane
150,75,125,30.0,80.34290629255835,7.0,63.88079866,Sugarcane
120,80,130,35.0,60.84770209429707,6.0,52.92929636,Sugarcane
125,80,130,35.0,65.52256165774861,6.0,77.71566883,Sugarcane
130,80,130,35.0,89.60374732107982,6.0,129.5481144,Sugarcane
135,80,130,35.0,73.60598399401393,6.0,202.0572747,Sugarcane
140,80,130,35.0,62.64671309412129,6.0,108.5090168,Sugarcane
145,80,130,35.0,88.91816785699775,6.0,22.68766503,Sugarcane
150,80,130,35.0,65.87829656131765,6.0,78.34604471,Sugarcane
120,85,135,20.0,61.91963857301759,6.5,47.271547,Sugarcane
125,85,135,20.0,73.9335351509302,6.5,29.1194739,Sugarcane
130,85,135,20.0,89.69773132634792,6.5,107.4931917,Sugarcane
135,85,135,20.0,63.244208919625464,6.5,48.30159325,Sugarcane
140,85,135,20.0,75.12360673070194,6.5,172.47880619999995,Sugarcane
145,85,135,20.0,77.11147846455609,6.5,106.69552040000002,Sugarcane
150,85,135,20.0,80.64786632998434,6.5,271.35861370000003,Sugarcane
120,90,140,25.0,62.116875669529904,7.0,112.50905159999998,Sugarcane
125,90,140,25.0,69.36547311431994,7.0,63.62250788,Sugarcane
130,90,140,25.0,68.5758396502448,7.0,148.37712019999995,Sugarcane
135,90,140,25.0,84.4595448865355,7.0,98.33351125,Sugarcane
140,90,140,25.0,64.88870442161739,7.0,57.26773002,Sugarcane
145,90,140,25.0,67.5819144941758,7.0,110.1331182,Sugarcane
150,90,140,25.0,77.85631137869865,7.0,53.14626213,Sugarcane
120,60,150,30.0,63.63912431758667,6.0,257.4914906,Sugarcane
125,60,150,30.0,82.266517867822,6.0,110.6823944,Sugarcane
130,60,150,30.0,67.25462349502213,6.0,69.39630398,Sugarcane
135,60,150,30.0,82.57146065003603,6.0,264.6148697,Sugarcane
140,60,150,30.0,83.37715668178225,6.0,105.4120514,Sugarcane
145,60,150,30.0,65.37038070859064,6.0,113.3302105,Sugarcane
150,60,150,30.0,83.64646736764469,6.0,104.2298028,Sugarcane
120,65,120,35.0,89.19712999437169,6.5,88.4585692,Sugarcane
125,65,120,35.0,83.78814097112289,6.5,44.23913012,Sugarcane
130,65,120,35.0,87.56601187467083,6.5,220.1156708,Sugarcane
135,65,120,35.0,89.26951226111484,6.5,81.60211243,Sugarcane
140,65,120,35.0,82.53923764196972,6.5,97.79072474,Sugarcane
145,65,120,35.0,88.66976263942895,6.5,71.67870701,Sugarcane
150,65,120,35.0,64.16874189591633,6.5,108.22872759999998,Sugarcane
120,70,125,20.0,78.90746831021403,7.0,36.5037914,Sugarcane
125,70,125,20.0,89.86103420993325,7.0,98.05089394,Sugarcane
130,70,125,20.0,65.76024334670718,7.0,194.9022136,Sugarcane
135,70,125,20.0,72.67791998291342,7.0,167.0470997,Sugarcane
140,70,125,20.0,63.52570748257235,7.0,195.8645552,Sugarcane
145,70,125,20.0,67.06422768583478,7.0,221.2258168,Sugarcane
150,70,125,20.0,63.320339137620486,7.0,53.13946695,Sugarcane
120,75,130,25.0,62.02459593930672,6.0,23.65747461,Sugarcane
125,75,130,25.0,71.24700559333783,6.0,118.6730366,Sugarcane
130,75,130,25.0,78.08297649665651,6.0,199.3355744,Sugarcane
135,75,130,25.0,88.06466007039691,6.0,135.1272491,Sugarcane
140,75,130,25.0,84.39376456598998,6.0,32.76742894,Sugarcane
145,75,130,25.0,82.47507342575929,6.0,74.94136567,Sugarcane
150,75,130,25.0,88.83081293564005,6.0,54.30660782,Sugarcane
120,80,135,30.0,86.26736941503457,6.5,69.8671263,Sugarcane
125,80,135,30.0,73.36689697970988,6.5,108.5468633,Sugarcane
130,80,135,30.0,71.63795944245054,6.5,83.20711308,Sugarcane
135,80,135,30.0,80.42170538263926,6.5,102.7230739,Sugarcane
140,80,135,30.0,81.3910676682045,6.5,163.7266551,Sugarcane
145,80,135,30.0,78.40014473788392,6.5,204.7206567,Sugarcane
150,80,135,30.0,74.21991347470608,6.5,115.5650287,Sugarcane
120,85,140,35.0,65.76330882495935,7.0,187.1735424,Sugarcane
125,85,140,35.0,82.19365028503805,7.0,88.68168643,Sugarcane
130,85,140,35.0,63.47999455877843,7.0,35.15426171,Sugarcane
135,85,140,35.0,63.520324246053,7.0,158.86088869999998,Sugarcane
140,85,140,35.0,87.15482985561852,7.0,20.66127836,Sugarcane
145,85,140,35.0,75.07943476358463,7.0,54.77830202,Sugarcane
150,85,140,35.0,73.9378141985568,7.0,116.450422,Sugarcane
120,90,145,20.0,66.13212692059552,6.0,87.27444866,Sugarcane
125,90,145,20.0,83.4764630394764,6.0,44.75215854,Sugarcane
130,90,145,20.0,67.55528024395774,6.0,42.83053902,Sugarcane
135,90,145,20.0,63.39228956648087,6.0,195.8645552,Sugarcane
140,90,145,20.0,88.94017370855664,6.0,94.78189594,Sugarcane
145,90,145,20.0,87.9600076820232,6.0,50.90994463,Sugarcane
150,90,145,20.0,70.371909079918,6.0,110.0447896,Sugarcane
40,40,60,20.0,88.90503108406457,5.5,105.2132259,Ginger
45,40,60,20.0,68.35355632869008,5.5,90.64770699,Ginger
50,40,60,20.0,84.34649063306617,5.5,82.2545577,Ginger
55,40,60,20.0,78.40186634682723,5.5,103.7084055,Ginger
60,40,60,20.0,62.035126645217794,5.5,88.07753741,Ginger
40,45,65,25.0,76.86047514505816,6.0,74.62068748,Ginger
45,45,65,25.0,75.3044175387133,6.0,104.0277061,Ginger
50,45,65,25.0,73.68490510112626,6.0,84.23613484,Ginger
55,45,65,25.0,77.76150036556656,6.0,168.7848886,Ginger
60,45,65,25.0,76.75085351141485,6.0,100.1967854,Ginger
40,50,70,30.0,68.84363367868258,6.5,106.0711985,Ginger
45,50,70,30.0,78.05261464005319,6.5,68.8503047,Ginger
50,50,70,30.0,86.9786401904499,6.5,91.22881052,Ginger
55,50,70,30.0,63.942222880116795,6.5,48.54598575,Ginger
60,50,70,30.0,79.71412925797432,6.5,280.4044392,Ginger
40,55,75,35.0,74.24805781104178,5.5,91.40508414,Ginger
45,55,75,35.0,83.52955677531554,5.5,60.41790253,Ginger
50,55,75,35.0,89.16174234386892,5.5,145.41723869999996,Ginger
55,55,75,35.0,86.55506204640375,5.5,110.6956184,Ginger
60,55,75,35.0,84.59065754871762,5.5,101.139435,Ginger
40,60,80,20.0,68.04976611559324,6.0,192.4280381,Ginger
45,60,80,20.0,75.91800698641715,6.0,41.02682925,Ginger
50,60,80,20.0,80.45294659500631,6.0,145.54144130000003,Ginger
55,60,80,20.0,77.06212943360498,6.0,96.45042585,Ginger
60,60,80,20.0,89.27757909574115,6.0,95.12322062,Ginger
40,40,65,25.0,69.96967437008593,6.5,48.77790371,Ginger
45,40,65,25.0,79.27194556380617,6.5,108.8616474,Ginger
50,40,65,25.0,88.25528506938902,6.5,155.3851533,Ginger
55,40,65,25.0,66.65713971865436,6.5,191.4508931,Ginger
60,40,65,25.0,72.16270063263948,6.5,41.5856585,Ginger
40,45,70,30.0,67.87311742994896,5.5,53.14626213,Ginger
45,45,70,30.0,62.6566516872719,5.5,91.34276507,Ginger
50,45,70,30.0,68.13949634137617,5.5,75.95295,Ginger
55,45,70,30.0,73.26944366104645,5.5,36.46946971,Ginger
60,45,70,30.0,87.9268036479501,5.5,171.6262299,Ginger
40,50,75,35.0,85.21894098554817,6.0,112.9834361,Ginger
45,50,75,35.0,68.6287952560647,6.0,111.71620159999998,Ginger
50,50,75,35.0,75.52738579682743,6.0,165.6872119,Ginger
55,50,75,35.0,63.703699845647314,6.0,44.20899581,Ginger
60,50,75,35.0,70.13128500732168,6.0,209.9001977,Ginger
40,55,80,20.0,70.07310866046429,6.5,35.37493212,Ginger
45,55,80,20.0,87.14992812221672,6.5,28.98574189,Ginger
50,55,80,20.0,84.06618636062143,6.5,56.51103293,Ginger
55,55,80,20.0,64.4302652264272,6.5,116.0396587,Ginger
60,55,80,20.0,73.16860572283898,6.5,193.2418382,Ginger
40,60,60,25.0,85.11292308299642,5.5,66.1761456,Ginger
45,60,60,25.0,66.87610628366704,5.5,79.56866268,Ginger
50,60,60,25.0,87.78335668130029,5.5,94.68180316,Ginger
55,60,60,25.0,62.52205199959564,5.5,97.55155537,Ginger
60,60,60,25.0,74.52649607557542,5.5,55.29563514,Ginger
40,40,70,30.0,86.84266768301602,6.0,27.26588346,Ginger
45,40,70,30.0,83.18902308010624,6.0,92.23645249,Ginger
50,40,70,30.0,62.32663183320001,6.0,48.32428609,Ginger
55,40,70,30.0,61.92917206729028,6.0,156.15438980000005,Ginger
60,40,70,30.0,82.09061602825909,6.0,287.5766935000001,Ginger
40,45,75,35.0,73.28327430003208,6.5,197.1144011,Ginger
45,45,75,35.0,61.802737224084375,6.5,75.95295,Ginger
50,45,75,35.0,76.0564739229998,6.5,80.6405403,Ginger
55,45,75,35.0,82.6630494125292,6.5,94.76189431,Ginger
60,45,75,35.0,78.51488543328836,6.5,109.2162279,Ginger
40,50,80,20.0,82.1649230681783,5.5,73.55807954,Ginger
45,50,80,20.0,87.07105917878074,5.5,58.99536268,Ginger
50,50,80,20.0,83.18841949618513,5.5,108.3441414,Ginger
55,50,80,20.0,75.21657256242126,5.5,105.8554351,Ginger
60,50,80,20.0,70.57566805193196,5.5,63.49726331,Ginger
40,55,60,25.0,65.05365142225756,6.0,81.52842690000001,Ginger
45,55,60,25.0,84.5828305842691,6.0,122.6539694,Ginger
50,55,60,25.0,83.88130232471991,6.0,36.5037914,Ginger
55,55,60,25.0,75.47616193437327,6.0,96.59195302,Ginger
60,55,60,25.0,72.26613984599732,6.0,53.46622584,Ginger
40,60,65,30.0,82.87583552411,6.5,69.63833855,Ginger
45,60,65,30.0,86.97975060609765,6.5,91.49697481,Ginger
50,60,65,30.0,85.95957682542786,6.5,54.01872359,Ginger
55,60,65,30.0,76.88977311561379,6.5,56.72496677,Ginger
60,60,65,30.0,63.0751024678597,6.5,105.3437825,Ginger
40,40,75,35.0,80.28332025453123,5.5,53.79732545,Ginger
45,40,75,35.0,71.08957061698732,5.5,26.70581328,Ginger
50,40,75,35.0,79.7350398937498,5.5,90.43495443,Ginger
55,40,75,35.0,74.03869675011312,5.5,87.05132890000002,Ginger
60,40,75,35.0,71.4560008904722,5.5,80.25064637,Ginger
40,45,80,20.0,75.59623182976529,6.0,90.29643888,Ginger
45,45,80,20.0,67.54006150763593,6.0,180.2513601,Ginger
50,45,80,20.0,78.95283457015051,6.0,81.78710463,Ginger
55,45,80,20.0,65.02004104597034,6.0,71.89090748,Ginger
60,45,80,20.0,84.40339566958774,6.0,139.7521543,Ginger
40,50,60,25.0,61.782617553925135,6.5,186.5008581,Ginger
45,50,60,25.0,77.7907007744545,6.5,124.4135035,Ginger
50,50,60,25.0,65.05630790637278,6.5,202.3838319,Ginger
55,50,60,25.0,69.44306967444824,6.5,66.5964488,Ginger
60,50,60,25.0,87.97914106780449,6.5,159.3223075,Ginger
40,55,65,30.0,84.50079011882241,5.5,240.0810647,Ginger
45,55,65,30.0,67.949738906671,5.5,65.70148216,Ginger
50,55,65,30.0,86.60394175419313,5.5,79.81328183,Ginger
55,55,65,30.0,88.51535057383268,5.5,64.23026638,Ginger
60,55,65,30.0,79.72538152937364,5.5,102.4550786,Ginger
40,60,70,35.0,85.89350812161109,6.0,76.32565249,Ginger
45,60,70,35.0,75.13237974215829,6.0,20.66127836,Ginger
50,60,70,35.0,78.68326035983755,6.0,48.31219031,Ginger
55,60,70,35.0,67.13307989804434,6.0,61.82980133,Ginger
60,60,70,35.0,79.55909432421649,6.0,149.063196,Ginger
40,40,80,20.0,72.84909092445777,6.5,105.4766591,Ginger
45,40,80,20.0,89.86941456743826,6.5,141.12507219999995,Ginger
50,40,80,20.0,62.88310668053461,6.5,165.6872119,Ginger
55,40,80,20.0,85.44937367283488,6.5,103.923226,Ginger
60,40,80,20.0,83.15117868578633,6.5,161.2469997,Ginger
40,45,60,25.0,75.69223526630493,5.5,162.57696059999995,Ginger
45,45,60,25.0,70.21110248434906,5.5,183.6793207,Ginger
50,45,60,25.0,82.7188018513385,5.5,71.03001556,Ginger
55,45,60,25.0,61.75721146193822,5.5,97.41054011,Ginger
60,45,60,25.0,80.25545442937926,5.5,101.5952794,Ginger
40,50,65,30.0,85.46623484254012,6.0,48.9366954,Ginger
45,50,65,30.0,77.09959682152746,6.0,43.78420984,Ginger
50,50,65,30.0,76.61152068474789,6.0,75.95295,Ginger
55,50,65,30.0,89.01635496135508,6.0,52.55469976,Ginger
